index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;3;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
2;13;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
3;7;17;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
4;16;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
5;8;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
6;10;15;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
7;4;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
8;3;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
9;13;18;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
10;5;12;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
11;11;5;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
12;5;15;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
13;18;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
14;10;11;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
15;13;10;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
16;9;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
17;4;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
18;12;1;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
19;13;17;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
20;3;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
21;5;16;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
22;11;3;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
23;11;7;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
24;2;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
25;13;9;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
26;8;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
27;12;1;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
28;8;11;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
29;1;9;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
30;7;10;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
31;18;12;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
32;10;18;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
33;18;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
34;16;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
35;8;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
36;7;9;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
37;15;17;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
38;6;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
39;17;6;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
40;1;15;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
41;13;14;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
42;11;12;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
43;11;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
44;11;13;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
45;14;9;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
46;7;17;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
47;7;6;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
48;11;13;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
49;5;18;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
50;2;1;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
