index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;7;9;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
2;13;9;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
3;8;14;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
4;11;9;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
5;11;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
6;10;3;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
7;14;4;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
8;1;13;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
9;11;7;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
10;14;2;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
11;10;1;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
12;3;8;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
13;4;8;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
14;9;4;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
15;9;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
16;9;8;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
17;11;1;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
18;5;9;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
19;14;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
20;6;14;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
21;3;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
22;11;1;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
23;12;14;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
24;13;9;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
25;5;9;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
26;6;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
27;1;12;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
28;12;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
29;12;1;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
30;12;11;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
31;9;5;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
32;6;2;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
33;5;8;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
34;11;6;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
35;10;9;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
36;2;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
37;10;14;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
38;5;9;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
39;8;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
40;1;12;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
