index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;12;17;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
2;13;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
3;9;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
4;7;5;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
5;16;12;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
6;2;1;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
7;11;13;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
8;12;10;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
9;5;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
10;16;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
11;3;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
12;13;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
13;5;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
14;14;13;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
15;3;7;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
16;12;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
17;14;9;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
18;1;17;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
19;12;16;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
20;6;8;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
21;16;14;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
22;12;2;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
23;11;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
24;16;14;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
25;6;7;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
26;1;16;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
27;13;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
28;3;14;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
29;9;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
30;10;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
31;1;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
32;8;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
33;11;12;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
34;1;15;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
35;1;14;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
