index;origin;destination;slots;max_length;osnr_limit;pchC;pchL;pchS;Routed
1;10;4;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
2;13;7;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
3;5;17;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
4;5;10;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
5;15;3;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
6;16;6;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
7;3;10;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
8;1;8;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
9;15;4;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
10;4;6;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
11;6;17;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
12;15;17;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
13;5;6;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
14;3;11;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
15;13;1;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
16;8;16;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
17;7;10;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
18;14;15;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
19;13;1;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
20;8;13;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
21;11;9;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
22;14;6;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
23;11;17;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
24;3;11;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
25;2;17;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
26;14;2;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
27;5;1;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
28;17;4;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
29;8;11;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
30;4;9;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
31;14;1;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
32;17;7;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
33;3;9;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
34;9;13;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
35;13;6;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
36;15;3;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
37;6;3;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
38;2;5;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
39;16;15;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
40;1;2;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1

Nb_Served_Demands;40
Nb_Blocked_Demands;0
Nb_Served_Slices;240
Nb_Blocked_Slices;0
