index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;2;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
2;5;11;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
3;17;1;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
4;10;11;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
5;1;15;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
6;10;7;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
7;10;8;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
8;12;14;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
9;4;7;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
10;2;18;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
