index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;3;16;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
2;13;8;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
3;7;17;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
4;16;3;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
5;8;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
6;10;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
7;4;3;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
8;3;16;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
9;13;18;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
10;5;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
11;11;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
12;5;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
13;18;3;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
14;10;11;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
15;13;10;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
16;9;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
17;4;1;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
18;12;1;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
19;13;17;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
20;3;2;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
21;5;16;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
22;11;3;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
23;11;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
24;2;13;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
25;13;9;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
26;8;5;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
27;12;1;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
28;8;11;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
29;1;9;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
30;7;10;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
31;18;12;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
32;10;18;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
33;18;5;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
34;16;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
35;8;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
36;7;9;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
37;15;17;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
38;6;3;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
39;17;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
40;1;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
41;13;14;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
42;11;12;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
43;11;3;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
44;11;13;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
45;14;9;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
46;7;17;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
47;7;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
48;11;13;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
49;5;18;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
50;2;1;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
