index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;6;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
2;17;8;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
3;15;4;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
4;9;12;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
5;7;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
6;10;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
7;16;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
8;15;16;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
9;9;7;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
10;4;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
11;2;11;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
12;13;9;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
13;1;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
14;16;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
15;15;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
16;12;17;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
17;4;10;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
18;15;14;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
19;11;17;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
20;6;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
21;9;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
22;12;9;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
23;6;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
24;4;14;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
25;8;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
26;1;8;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
27;8;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
28;1;10;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
29;6;9;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
30;2;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
31;3;12;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
32;4;9;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
33;5;1;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
34;9;7;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
35;11;2;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
36;13;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
37;3;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
38;8;7;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
39;7;13;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
40;7;11;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
41;7;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
42;9;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
43;6;1;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
44;8;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
45;13;11;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
46;2;10;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
47;3;8;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
48;10;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
49;4;17;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
50;6;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
51;11;17;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
52;1;7;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
53;3;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
54;12;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
55;15;17;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
56;9;7;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
57;12;7;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
58;17;6;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
