index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;5;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
2;14;11;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
3;17;8;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
4;7;11;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
5;5;8;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
6;7;10;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
7;9;11;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
8;18;17;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
9;7;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
10;10;18;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
11;2;15;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
12;10;7;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
13;11;2;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
14;5;8;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
15;15;16;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
16;2;4;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
17;13;6;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
18;18;11;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
19;6;14;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
20;16;7;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
21;10;3;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
22;14;7;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
23;13;15;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
24;10;7;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
25;17;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
26;10;2;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
27;15;10;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
28;3;15;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
29;3;6;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
30;11;8;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
31;3;13;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
32;2;11;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
33;5;4;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
34;5;8;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
35;11;10;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
36;10;9;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
37;7;9;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
38;10;13;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
39;18;5;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
40;18;3;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
