index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;17;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
2;16;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
3;8;15;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
4;4;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
5;3;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
6;8;18;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
7;1;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
8;3;12;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
9;17;13;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
10;2;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
11;5;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
12;8;1;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
13;13;12;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
14;4;18;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
15;4;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
16;14;7;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
17;12;17;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
18;16;1;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
19;18;8;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
20;18;14;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
21;18;14;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
22;15;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
23;8;1;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
24;11;7;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
25;13;12;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
26;3;11;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
27;2;15;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
28;13;11;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
29;14;3;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
30;4;14;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
31;4;14;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
32;15;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
33;18;8;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
34;16;15;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
35;17;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
36;18;7;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
37;12;10;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
38;7;5;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
39;15;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
40;13;3;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
41;15;1;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
42;14;9;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
43;18;15;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
44;12;5;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
45;2;8;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
46;14;6;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
47;14;13;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
48;10;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
49;2;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
50;13;12;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
