index;origin;destination;slots;max_length;osnr_limit;pchC;pchL;pchS;Routed
1;6;14;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
2;8;17;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
3;17;13;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
4;5;10;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
5;16;5;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
6;9;16;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
7;5;17;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
8;7;1;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
9;11;17;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
10;13;1;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
11;12;9;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
12;2;3;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
13;13;10;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
14;9;11;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
15;12;11;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
16;9;13;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
17;9;17;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
18;17;15;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
19;14;5;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
20;4;16;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
21;13;12;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
22;17;8;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
23;10;9;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
24;5;12;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
25;7;16;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
26;2;10;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
27;1;3;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
28;14;16;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
29;5;6;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
30;1;6;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
31;4;2;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
32;12;16;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
33;4;6;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
34;2;1;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
35;3;12;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
36;5;8;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
37;7;17;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
38;10;8;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
39;14;7;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
40;14;17;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
41;3;4;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
42;7;14;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
43;15;16;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
44;13;17;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
45;17;1;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
46;13;2;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
47;17;13;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
48;16;6;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
49;2;1;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
50;15;13;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
51;14;13;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
52;8;15;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
53;2;13;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
54;11;1;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
55;6;9;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
56;9;6;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
57;3;8;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
58;11;14;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
59;2;10;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
60;5;6;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1

Nb_Served_Demands;60
Nb_Blocked_Demands;0
Nb_Served_Slices;360
Nb_Blocked_Slices;0
