edge_slice_demand;k_1= (12,17,6);k_2= (13,5,6);k_3= (9,3,4);k_4= (7,5,6);k_5= (16,12,6);k_6= (2,1,4);k_7= (11,13,6);k_8= (12,10,6);k_9= (5,2,4);k_10= (16,4,3);k_11= (3,16,6);k_12= (13,2,6);k_13= (5,1,3);k_14= (14,13,6);k_15= (3,7,6);k_16= (12,13,3);k_17= (14,9,6);k_18= (1,17,3);k_19= (12,16,6);k_20= (6,8,6);k_21= (16,14,6);k_22= (12,2,6);k_23= (11,3,3);k_24= (16,14,6);k_25= (6,7,6);k_26= (1,16,6);k_27= (13,16,6);k_28= (3,14,6);k_29= (9,3,4);k_30= (10,5,3);k_31= (1,13,6);k_32= (8,1,4);k_33= (11,12,3);k_34= (1,15,4);k_35= (1,14,6);k_36= (6,1,6);k_37= (9,15,3);k_38= (10,15,4);k_39= (4,10,3);k_40= (3,15,6);k_41= (1,14,6);k_42= (5,8,4);k_43= (18,8,4);k_44= (5,4,4);k_45= (5,6,4);k_46= (3,13,6);k_47= (6,7,6);k_48= (18,16,6);k_49= (2,3,4);k_50= (6,17,6);k_51= (7,8,6);k_52= (12,16,6);k_53= (7,15,6);k_54= (2,3,4);k_55= (1,17,3);k_56= (11,18,4);k_57= (5,4,4);k_58= (17,9,4);k_59= (10,6,6);k_60= (4,13,4);k_61= (5,9,4);k_62= (13,5,6);k_63= (5,4,4);k_64= (16,15,4);k_65= (6,10,6);k_66= (1,5,3);k_67= (10,15,4);k_68= (12,5,6);k_69= (12,11,3);k_70= (12,11,3);k_71= (9,13,6);k_72= (17,9,4);k_73= (17,15,4);k_74= (15,16,4);k_75= (2,4,3);k_76= (6,8,6);k_77= (3,8,6);k_78= (10,8,4);k_79= (4,2,3);k_80= (10,17,6);
[1,5]; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ;
[1,14]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[1,15]; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ;
[1,17]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;
[1,18]; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;
[2,4]; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ;
[2,5]; ; ; ;1; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[2,9]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[2,10]; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[2,16]; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
