index;origin;destination;slots;max_length;osnr_limit;pchC;pchL;pchS;Routed
1;15;8;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
2;14;10;6;50000.000000;16.000000;0.000750;0.000000;0.000000;1
3;16;2;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
4;5;1;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
5;14;8;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
6;13;2;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
7;11;18;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
8;18;5;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1
9;11;17;6;40000.000000;21.000000;0.000750;0.000000;0.000000;1
10;4;2;6;20000.000000;24.000000;0.000750;0.000000;0.000000;1

Nb_Served_Demands;10
Nb_Blocked_Demands;0
Nb_Served_Slices;60
Nb_Blocked_Slices;0
