index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;1;2;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
2;10;14;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
3;1;2;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
4;2;5;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
5;14;8;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
6;13;12;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
7;12;4;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
8;9;6;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
9;3;12;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
10;1;7;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
11;7;4;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
12;7;16;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
13;13;16;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
14;5;7;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
15;8;9;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
16;15;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
17;11;10;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
18;11;7;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
19;11;6;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
20;8;3;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
21;4;6;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
22;1;16;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
23;12;15;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
24;15;17;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
25;12;17;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
26;7;3;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
27;5;1;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
28;8;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
29;5;17;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
30;5;12;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
31;14;12;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
32;8;7;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
33;4;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
34;17;10;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
35;1;12;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
36;13;12;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
37;11;9;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
38;16;17;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
39;11;7;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
40;17;15;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
41;2;7;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
42;8;13;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
43;15;17;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
44;9;7;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
45;8;14;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
46;15;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
47;15;14;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
48;14;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
49;13;5;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
50;11;2;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
