index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;10;9;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
2;3;8;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
3;15;9;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
4;11;1;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
5;14;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
6;13;5;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
7;2;18;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
8;13;4;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
9;15;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
10;7;5;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
11;10;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
12;12;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
13;18;17;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
14;15;10;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
15;8;15;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
16;12;9;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
17;11;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
18;9;16;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
19;12;1;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
20;16;10;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
