index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;3;14;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
2;13;1;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
3;9;11;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
4;10;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
5;10;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
6;2;3;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
7;1;10;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
8;13;9;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
9;5;12;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
10;8;9;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
11;8;9;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
12;1;6;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
13;11;13;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
14;8;11;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
15;11;3;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
16;12;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
17;8;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
18;13;11;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
19;1;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
20;2;14;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
