index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;2;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
2;11;17;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
3;9;10;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
4;14;16;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
5;1;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
6;3;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
7;14;7;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
8;13;15;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
9;6;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
10;4;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
11;14;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
12;1;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
13;11;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
14;10;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
15;14;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
16;10;16;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
17;13;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
18;15;9;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
19;4;15;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
20;4;15;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
21;5;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
22;3;10;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
23;10;11;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
24;1;15;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
25;3;9;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
26;3;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
27;3;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
28;12;6;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
29;16;11;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
30;15;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
31;8;7;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
32;7;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
33;8;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
34;12;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
35;14;11;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
36;5;13;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
37;14;17;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
38;16;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
39;15;11;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
