edge_slice_demand;k_1= (3,5,6);k_2= (2,4,4);k_3= (6,7,6);k_4= (11,12,4);k_5= (9,13,4);k_6= (13,6,6);k_7= (2,12,3);k_8= (14,2,3);k_9= (5,4,4);k_10= (7,14,6);k_11= (8,14,6);k_12= (4,5,4);k_13= (14,8,6);k_14= (7,4,6);k_15= (7,1,3);k_16= (11,13,4);k_17= (11,7,6);k_18= (5,9,6);k_19= (11,3,3);k_20= (8,11,6);k_21= (5,11,3);k_22= (10,5,6);k_23= (11,9,6);k_24= (6,3,6);k_25= (10,5,6);k_26= (12,14,4);k_27= (3,2,4);k_28= (4,12,3);k_29= (9,6,6);k_30= (8,6,6);k_31= (8,6,6);k_32= (13,1,3);k_33= (13,11,4);k_34= (1,9,3);k_35= (9,1,3);k_36= (10,6,6);k_37= (2,11,3);k_38= (6,2,6);k_39= (6,13,6);k_40= (8,14,6);k_41= (12,5,6);k_42= (9,3,3);k_43= (9,14,3);k_44= (4,9,6);k_45= (13,6,6);k_46= (12,1,3);k_47= (13,6,6);k_48= (7,3,3);k_49= (3,9,3);k_50= (9,13,4);
[1,2]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;
[1,3]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[1,8]; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[2,3];1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;
[2,4];1;1; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ;
[3,6]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ;1; ; ; ; ; ;1;1; ;
[4,5];1; ; ; ; ; ; ;1;1; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;
[4,11]; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ;1; ;1; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ;
[5,6]; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;
[5,7]; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ;1; ; ;
[6,10]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1; ; ; ;1; ; ; ; ; ;1;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;
[6,13]; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ;1; ; ; ;
[7,8]; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ;
