index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;2;4;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
2;11;17;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
3;9;10;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
4;14;16;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
5;1;2;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
6;3;17;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
7;14;7;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
8;13;15;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
9;6;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
10;4;16;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
11;14;4;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
12;1;13;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
13;11;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
14;10;5;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
15;14;3;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
16;10;16;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
17;13;8;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
18;15;9;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
19;4;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
20;4;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
21;5;9;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
22;3;10;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
23;10;11;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
24;1;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
25;3;9;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
26;3;1;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
27;3;4;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
28;12;6;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
29;16;11;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
