index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;18;4;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
2;3;9;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
3;2;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
4;5;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
5;7;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
6;10;13;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
7;16;2;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
8;13;5;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
9;8;10;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
10;5;18;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
11;18;12;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
12;17;18;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
13;7;5;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
14;7;16;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
15;12;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
16;12;14;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
17;2;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
18;17;13;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
19;5;1;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
20;13;14;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
21;1;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
22;13;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
23;10;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
24;6;18;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
25;11;6;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
26;1;8;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
27;12;3;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
28;5;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
29;18;6;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
30;12;6;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
31;8;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
32;8;18;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
33;5;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
34;10;1;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
35;7;8;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
36;8;13;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
37;11;6;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
38;16;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
39;3;15;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
40;1;3;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
41;14;17;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
42;18;8;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
43;5;14;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
44;14;18;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
45;14;6;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
46;10;14;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
47;9;3;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
48;9;10;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
49;18;11;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
50;6;8;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
51;13;12;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
52;17;13;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
53;3;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
54;10;1;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
55;2;4;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
56;3;2;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
57;17;16;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
58;8;10;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
59;4;10;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
60;4;8;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
