index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;11;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
2;3;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
3;10;13;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
4;9;2;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
5;14;5;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
6;2;9;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
7;5;10;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
8;8;9;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
9;3;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
10;2;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
11;10;2;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
12;14;13;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
13;5;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
14;8;5;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
15;7;4;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
16;9;2;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
17;8;1;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
18;1;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
19;4;7;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
20;10;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
21;5;13;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
22;1;3;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
23;4;13;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
24;8;11;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
25;9;10;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
26;4;13;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
27;10;9;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
28;6;4;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
29;5;1;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
30;8;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
31;1;8;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
32;14;3;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
33;1;9;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
34;10;3;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
35;2;8;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
36;14;5;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
37;10;4;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
38;7;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
