index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;15;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
2;7;8;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
3;2;6;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
4;11;17;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
5;18;11;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
6;10;16;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
7;16;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
8;17;18;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
9;16;12;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
10;17;10;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
11;18;13;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
12;2;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
13;10;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
14;8;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
15;11;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
16;4;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
17;16;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
18;4;11;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
19;6;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
20;3;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
21;18;17;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
22;17;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
23;10;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
24;7;11;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
25;9;6;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
26;17;18;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
27;10;15;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
28;1;18;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
29;18;12;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
30;15;11;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
