index;origin;destination;slots;max_length;osnr_limit;pchC;pchL;pchS;Routed
1;15;8;6;20000.000000;24.000000;0.000750;0.000000;0.000000;0
2;14;10;6;50000.000000;16.000000;0.000750;0.000000;0.000000;0
3;16;2;6;20000.000000;24.000000;0.000750;0.000000;0.000000;0
4;5;1;6;20000.000000;24.000000;0.000750;0.000000;0.000000;0
5;14;8;6;40000.000000;21.000000;0.000750;0.000000;0.000000;0
6;13;2;6;40000.000000;21.000000;0.000750;0.000000;0.000000;0
7;11;18;6;40000.000000;21.000000;0.000750;0.000000;0.000000;0
8;18;5;6;20000.000000;24.000000;0.000750;0.000000;0.000000;0
9;11;17;6;40000.000000;21.000000;0.000750;0.000000;0.000000;0
10;4;2;6;20000.000000;24.000000;0.000750;0.000000;0.000000;0

Nb_Served_Demands;0
Nb_Blocked_Demands;10
Nb_Served_Slices;0
Nb_Blocked_Slices;60
