index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;5;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
2;14;11;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
3;17;8;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
4;7;11;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
5;5;8;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
6;7;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
7;9;11;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
8;18;17;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
9;7;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
10;10;18;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
11;2;15;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
12;10;7;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
13;11;2;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
14;5;8;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
15;15;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
16;2;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
17;13;6;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
18;18;11;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
19;6;14;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
20;16;7;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
21;10;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
22;14;7;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
23;13;15;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
24;10;7;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
25;17;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
26;10;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
27;15;10;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
28;3;15;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
29;3;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
30;11;8;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
31;3;13;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
32;2;11;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
33;5;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
34;5;8;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
35;11;10;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
36;10;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
37;7;9;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
38;10;13;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
39;18;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
40;18;3;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
