index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;14;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
2;4;1;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
3;4;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
4;14;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
5;11;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
6;2;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
7;5;6;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
8;11;9;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
9;10;9;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
10;5;10;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
11;11;2;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
12;5;7;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
13;10;12;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
14;10;1;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
15;3;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
16;8;10;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
17;5;3;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
18;13;5;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
19;13;12;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
20;10;5;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
21;9;11;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
22;9;1;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
23;2;9;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
24;4;14;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
25;14;12;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
26;7;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
27;7;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
28;3;1;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
29;10;11;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
30;2;7;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
