edge_slice_demand;k_1= (12,5,6);k_2= (13,11,6);k_3= (13,12,6);k_4= (8,3,3);k_5= (6,10,6);k_6= (5,10,6);k_7= (2,4,6);k_8= (9,4,6);k_9= (11,8,6);k_10= (6,1,3);k_11= (6,13,6);k_12= (4,6,6);k_13= (6,8,6);k_14= (14,12,6);k_15= (4,13,3);k_16= (5,7,6);k_17= (14,2,3);k_18= (5,1,6);k_19= (10,3,3);k_20= (10,5,6);k_21= (7,11,6);k_22= (9,11,6);k_23= (9,3,3);k_24= (13,2,3);k_25= (6,12,6);k_26= (4,5,6);k_27= (2,11,3);k_28= (10,8,6);k_29= (14,2,3);k_30= (7,1,3);k_31= (12,6,6);k_32= (6,14,6);k_33= (12,6,6);k_34= (12,11,6);k_35= (1,8,6);k_36= (2,4,6);k_37= (5,1,6);k_38= (3,10,3);k_39= (8,5,6);k_40= (9,3,3);k_41= (4,6,6);k_42= (2,4,6);k_43= (10,3,3);k_44= (12,3,3);k_45= (9,10,6);k_46= (6,14,6);k_47= (8,7,6);k_48= (6,1,3);k_49= (11,8,6);k_50= (7,13,6);k_51= (10,6,6);k_52= (13,11,6);k_53= (2,8,3);k_54= (3,2,6);k_55= (2,8,3);k_56= (5,10,6);k_57= (10,1,3);k_58= (2,5,6);k_59= (14,11,6);k_60= (8,13,6);k_61= (12,10,6);k_62= (2,14,3);k_63= (13,11,6);k_64= (11,4,6);k_65= (4,11,6);k_66= (9,4,6);k_67= (3,5,6);k_68= (7,5,6);k_69= (8,9,6);k_70= (5,9,6);
[1,2]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[1,3]; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;
[1,8]; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[2,3]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;
[2,4]; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ;1; ; ; ;
[3,6]; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;
[4,5]; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;1; ; ; ;
[4,11]; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ;
[5,6]; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[5,7];1; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ;1;
[6,10]; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;
