edge_slice_demand;k_1= (8,5,3);k_2= (5,1,6);k_3= (17,8,3);k_4= (6,16,4);k_5= (3,10,3);k_6= (13,9,3);k_7= (4,1,6);k_8= (13,9,4);k_9= (11,7,6);k_10= (8,5,6);k_11= (9,13,6);k_12= (3,17,4);k_13= (6,5,6);k_14= (12,10,3);k_15= (13,8,3);k_16= (16,17,3);k_17= (3,14,4);k_18= (7,13,3);k_19= (15,4,6);k_20= (2,15,3);k_21= (2,13,3);k_22= (5,8,6);k_23= (8,12,6);k_24= (17,12,6);k_25= (1,3,3);k_26= (14,5,6);k_27= (11,9,3);k_28= (14,7,6);k_29= (14,10,6);k_30= (8,15,3);k_31= (15,14,6);k_32= (1,8,6);k_33= (3,9,6);k_34= (11,12,6);k_35= (11,1,4);k_36= (15,4,3);k_37= (8,4,3);k_38= (2,15,6);k_39= (12,9,6);k_40= (6,1,6);k_41= (3,1,3);k_42= (8,11,6);k_43= (11,7,6);k_44= (11,8,3);k_45= (5,4,3);k_46= (6,16,3);k_47= (12,14,6);k_48= (4,15,4);k_49= (9,7,6);k_50= (16,11,6);k_51= (1,15,6);k_52= (16,1,4);k_53= (13,9,3);k_54= (9,17,3);k_55= (3,13,6);k_56= (3,13,4);k_57= (9,14,4);k_58= (3,2,3);k_59= (12,17,6);k_60= (1,4,3);k_61= (14,5,4);k_62= (1,16,6);k_63= (10,11,3);k_64= (6,4,6);k_65= (1,5,3);k_66= (2,8,6);k_67= (5,16,3);k_68= (3,8,6);k_69= (8,7,3);k_70= (9,10,3);k_71= (6,17,4);k_72= (16,4,6);k_73= (1,10,3);k_74= (5,13,6);k_75= (10,3,6);k_76= (6,9,6);k_77= (17,11,3);k_78= (14,9,6);k_79= (13,5,6);k_80= (14,13,3);
[1,3]; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;
[1,9]; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ;
[2,3]; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[2,4]; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[2,5]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[3,5]; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;
[4,5]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[4,10]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;
[5,9];1;1; ;1; ;1; ;1; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ;1;1; ;1; ; ; ; ; ; ; ;
[5,10]; ; ; ;1;1; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;1; ;1;1;1; ; ; ;1; ;
