index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;1;2;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
2;10;14;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
3;1;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
4;2;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
5;14;8;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
6;13;12;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
7;12;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
8;9;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
9;3;12;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
10;1;7;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
11;7;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
12;7;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
13;13;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
14;5;7;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
15;8;9;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
16;15;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
17;11;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
18;11;7;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
19;11;6;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
20;8;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
21;4;6;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
22;1;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
23;12;15;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
24;15;17;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
25;12;17;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
26;7;3;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
27;5;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
28;8;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
29;5;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
30;5;12;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
31;14;12;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
32;8;7;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
33;4;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
34;17;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
35;1;12;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
36;13;12;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
37;11;9;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
38;16;17;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
39;11;7;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
40;17;15;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
41;2;7;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
42;8;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
43;15;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
44;9;7;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
45;8;14;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
46;15;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
47;15;14;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
48;14;5;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
49;13;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
50;11;2;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
