index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;14;9;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
2;7;16;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
3;6;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
4;2;6;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
5;2;6;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
6;10;15;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
7;15;17;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
8;15;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
9;15;8;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
10;15;10;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
11;10;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
12;7;11;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
13;17;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
14;4;8;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
15;12;2;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
16;17;10;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
17;4;10;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
18;5;9;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
19;14;3;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
20;12;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
21;7;1;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
22;5;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
23;17;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
24;7;14;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
25;4;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
26;15;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
27;11;14;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
28;7;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
29;15;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
