index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;2;14;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
2;8;3;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
3;5;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
4;6;8;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
5;14;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
6;4;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
7;8;1;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
8;10;7;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
9;12;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
10;1;13;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
