index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;6;14;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
2;8;17;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
3;17;13;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
4;5;10;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
5;16;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
6;9;16;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
7;5;17;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
8;7;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
9;11;17;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
10;13;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
11;12;9;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
12;2;3;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
13;13;10;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
14;9;11;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
15;12;11;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
16;9;13;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
17;9;17;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
18;17;15;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
19;14;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
20;4;16;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
21;13;12;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
22;17;8;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
23;10;9;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
24;5;12;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
25;7;16;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
26;2;10;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
27;1;3;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
28;14;16;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
29;5;6;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
30;1;6;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
31;4;2;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
32;12;16;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
33;4;6;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
34;2;1;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
35;3;12;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
36;5;8;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
37;7;17;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
38;10;8;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
39;14;7;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
40;14;17;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
41;3;4;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
42;7;14;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
43;15;16;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
44;13;17;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
45;17;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
46;13;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
47;17;13;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
48;16;6;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
49;2;1;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
50;15;13;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
51;14;13;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
52;8;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
53;2;13;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
54;11;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
55;6;9;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
56;9;6;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
57;3;8;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
58;11;14;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
59;2;10;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
60;5;6;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
