index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;14;9;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
2;7;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
3;6;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
4;2;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
5;2;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
6;10;15;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
7;15;17;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
8;15;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
9;15;8;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
10;15;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
11;10;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
12;7;11;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
13;17;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
14;4;8;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
15;12;2;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
16;17;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
17;4;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
18;5;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
19;14;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
20;12;16;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
21;7;1;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
22;5;13;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
23;17;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
24;7;14;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
25;4;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
26;15;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
27;11;14;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
28;7;2;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
29;15;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
30;4;17;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
31;3;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
32;16;13;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
33;14;9;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
34;15;13;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
35;12;14;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
36;14;7;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
37;3;15;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
38;2;8;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
39;14;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
40;4;14;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
41;2;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
42;13;8;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
43;7;14;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
44;9;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
45;15;13;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
46;7;11;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
47;7;12;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
48;9;8;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
49;2;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
50;9;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
51;9;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
52;1;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
53;14;12;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
54;2;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
55;14;16;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
56;3;8;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
57;17;8;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
58;15;7;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
59;15;11;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
60;13;9;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
61;8;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
62;4;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
63;10;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
64;13;3;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
65;17;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
66;6;4;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
67;8;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
68;10;13;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
69;16;8;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
70;6;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
